0.018531439,0.00876977,0.183167823,0.303395885,0.262,13.4,37.8,0.99,0.04798997,0.079489722,27
0.017328282,-0.077019672,0.068928542,0.234170413,0.32,10,29.7,1.11,0.022057133,0.074934532,28
0.049442807,0.00584431,0.098365094,0.206957268,0.338,6.8,22.6,0.84,0.033247402,0.069951557,29
-0.037961,0.027664372,0.107123361,0.237151183,0.226,11.7,30,0.64,0.02420988,0.053596167,30
0.012602323,-0.067794372,0.106784756,0.301399953,0.296,12.3,23.1,1.22,0.031608288,0.089214386,31
-0.008712206,0.016722663,0.115102489,0.189601009,0.324,9.5,21.7,1.16,0.037293206,0.061430727,32
0.022936511,0.017018811,0.142940332,0.26922794,0.24,9.6,21.7,1.12,0.03430568,0.064614706,33
0.017666359,-0.005534866,0.100556084,0.182796495,0.362,11.9,39.3,0.74,0.036401302,0.066172331,34
-0.005534912,-0.050409817,0.10267347,0.240221556,0.218,10.9,31.3,0.94,0.022382816,0.052368299,35
-0.013518277,-0.016435457,0.108864133,0.185807801,0.242,10.7,30.3,1.19,0.02634512,0.044965488,36
0.032743333,-0.026170932,0.078166081,0.193253173,0.332,9.4,21.2,0.95,0.025951139,0.064160053,37
0.091895944,-0.000386682,0.054796518,0.215244366,0.318,9.1,25.8,1.02,0.017425293,0.068447708,38
0.059091044,-0.011371693,0.071823793,0.19158365,0.342,10.2,20.2,1.45,0.024563737,0.065521608,39
-0.064328598,-0.00684088,0.070046951,0.280286247,0.332,11.2,21.6,0.73,0.023255588,0.093055034,40
-0.030501168,0.009412743,0.133073855,0.247189322,0.376,9.8,39.1,1.3,0.050035769,0.092943185,41
0.035691322,-0.001545183,0.132214667,0.327875133,0.336,5.4,33.9,1.09,0.044424128,0.110166045,42
-0.08208946,-0.042863372,0.128105649,0.309658124,0.29,11.1,31.1,0.9,0.037150638,0.089800856,43
-0.00333718,-0.034911156,0.09214563,0.188199194,0.384,13,34,0.98,0.035383922,0.07226849,44
-0.007864817,-0.037542522,0.132408044,0.240140285,0.256,7.8,25.5,0.77,0.033896459,0.061475913,45
-0.011726794,0.078574492,0.068730746,0.236023074,0.278,9.2,38.4,1.47,0.019107147,0.065614415,46
0.015779929,0.040344253,0.085517222,0.199831533,0.298,8.5,25.4,1.29,0.025484132,0.059549797,47
-0.002825367,0.03908057,0.091675915,0.182165047,0.384,12.1,31.7,0.99,0.035203551,0.069951378,48
0.01677813,-0.012391928,0.085935386,0.182309125,0.246,11.1,22.2,0.74,0.021140105,0.044848045,49
-0.021830458,-0.004107928,0.18036597,0.314861775,0.228,9.8,31,1.18,0.041123441,0.071788485,50
0.018283726,-0.021447544,0.081504599,0.182782701,0.312,8.2,30.1,0.81,0.025429435,0.057028203,51
-0.014047476,0.082447821,0.071659684,0.310275444,0.272,6.5,22.9,0.85,0.019491434,0.084394921,52
-0.01620472,0.093357367,0.099362229,0.285477489,0.278,13.3,22.2,1.27,0.0276227,0.079362742,53
0.041893749,0.020078051,0.095088465,0.309355542,0.272,10.3,29.8,0.62,0.025864062,0.084144707,54
0.021391294,0.061249295,0.060745024,0.245785682,0.272,10.5,33.6,0.69,0.016522647,0.066853706,55
0.017698529,-0.025618234,0.124666697,0.248918468,0.306,12.2,35.7,1.05,0.038148009,0.076169051,56
-0.045748089,0.00717867,0.075076836,0.234673685,0.28,10.1,29.6,0.65,0.021021514,0.065708632,57
-0.000750644,-0.021679055,0.145250228,0.234430593,0.342,11.2,28,1.49,0.049675578,0.080175263,58
-0.028951646,-0.021396679,0.062364298,0.311607129,0.3,8.4,29.8,0.59,0.018709289,0.093482139,59
-0.001454903,0.04715322,0.128337158,0.315356966,0.366,8.4,24.7,0.59,0.0469714,0.11542065,60
0.015799305,0.042995916,0.07886273,0.210078167,0.242,11.6,28.8,0.92,0.019084781,0.050838916,61
0.057317453,0.031666879,0.062750367,0.227249631,0.32,8.2,21.1,1.22,0.020080117,0.072719882,62
0.036916888,-0.012482119,0.144844746,0.253590775,0.322,11.2,21.9,0.81,0.046640008,0.08165623,63
-0.010496914,0.019423017,0.123287752,0.234477363,0.292,6.8,20.5,0.62,0.036000024,0.06846739,64
0.035870737,0.042247623,0.124706642,0.303846914,0.29,11.3,36.8,1.32,0.036164926,0.088115605,65
-0.051986942,0.033776401,0.064779606,0.246871103,0.286,7,39.5,0.86,0.018526967,0.070605135,66
-0.031924825,-0.037951605,0.101865098,0.271260093,0.302,11.2,24.9,0.92,0.03076326,0.081920548,67
0.043697822,0.000498769,0.081520125,0.193265314,0.348,7.6,32,0.82,0.028369004,0.067256329,68
0.110179105,0.045933856,0.115683163,0.308608775,0.372,10.5,28.6,0.87,0.043034137,0.114802464,69
0.001892752,0.038029062,0.111450912,0.221076853,0.286,12.4,26.4,1.47,0.031874961,0.06322798,70
0.005294497,-0.025209736,0.098995372,0.19410442,0.324,7.1,22.6,0.52,0.032074501,0.062889832,71
-0.053466305,-0.033245736,0.089591651,0.264339222,0.23,8.8,39.8,1.44,0.02060608,0.060798021,72
0.032891422,0.085231323,0.077843317,0.304795886,0.302,11.6,20.3,1.15,0.023508682,0.092048358,73
-0.03132017,0.024710158,0.130564241,0.261150292,0.274,9.5,28.2,1.18,0.035774602,0.07155518,74
0.023335768,0.018825318,0.092031332,0.264189182,0.298,12.7,25.4,1.01,0.027425337,0.078728376,75
-0.043627139,0.019323034,0.062103594,0.235720099,0.394,10.5,29.4,1.4,0.024468816,0.092873719,76
-0.079083328,0.084410255,0.112299652,0.318981696,0.27,10.6,28.2,0.62,0.030320906,0.086125058,77
0.020185635,-0.001861146,0.067911981,0.189120499,0.332,11.8,29.7,1.26,0.022546778,0.062788006,78
0.03927443,-0.015712,0.08345091,0.184118701,0.31,11.8,26.1,1.49,0.025869782,0.057076797,79
-0.018949604,0.011116998,0.082568357,0.210013557,0.328,11,21,0.76,0.027082421,0.068884447,80
-0.044452271,0.018816701,0.158797375,0.304600661,0.362,10.2,33.3,1.12,0.05748465,0.110265439,81
0.034565673,-8.95E-05,0.107376994,0.231875932,0.278,9.9,28.2,1.1,0.029850804,0.064461509,82
-0.023432002,-0.006504891,0.127051679,0.242459776,0.38,6.6,26.8,0.67,0.048279638,0.092134715,83
1.15E-05,0.020032179,0.105490549,0.180684957,0.228,11,31.2,1.16,0.024051845,0.04119617,84
-0.018075922,-0.073128533,0.099203846,0.279334439,0.24,9.9,37.6,1.46,0.023808923,0.067040265,85
-0.041508593,0.028161338,0.070135214,0.231898512,0.336,10,25.5,1.05,0.023565432,0.0779179,86
-0.042319539,-8.14E-05,0.141522628,0.264710723,0.292,9.5,23.9,0.68,0.041324607,0.077295531,87
0.018908134,0.074102192,0.073037613,0.29289468,0.348,10.3,31.9,0.69,0.025417089,0.101927349,88
0.007214287,0.022590501,0.086673161,0.19899516,0.3,10.7,28.8,1.49,0.026001948,0.059698548,89
0.015589343,0.01421158,0.123167646,0.206188478,0.302,8.8,36.2,0.92,0.037196629,0.06226892,90
-0.008181756,-0.087317012,0.076246199,0.245623691,0.298,9.9,27.5,1.43,0.022721367,0.07319586,91
0.021108162,0.017462255,0.093534107,0.227236659,0.276,10.1,28.5,0.5,0.025815414,0.062717318,92
-0.106015666,0.035579473,0.108779372,0.311977743,0.3,10.6,29.7,0.56,0.032633812,0.093593323,93
-0.034143127,0.003796819,0.068621507,0.177526227,0.296,9.4,21.9,1.13,0.020311966,0.052547763,94
-0.001539482,-0.030202012,0.056183718,0.226599661,0.356,9.4,20.3,1.03,0.020001404,0.080669479,95
0.033968791,-0.003507458,0.163849909,0.323346345,0.282,10.9,21.6,0.76,0.046205674,0.091183669,96
0.008109474,-0.022219954,0.085788243,0.189354808,0.294,9.3,30.4,0.86,0.025221743,0.055670314,97
0.016056425,-0.03951498,0.079479088,0.193270385,0.206,13.5,32.8,1.39,0.016372692,0.039813699,98
-0.11843777,-0.005364908,0.084198278,0.322767317,0.344,11.6,33.6,0.54,0.028964208,0.111031957,99
0.022533183,-0.023972133,0.089972227,0.317847893,0.334,10.8,24,0.71,0.030050724,0.106161196,100
-0.039317442,0.008223008,0.109979634,0.295904407,0.322,10.3,36.4,0.75,0.035413442,0.095281219,101
-0.035318996,0.01304885,0.086667768,0.187260354,0.326,5,32.3,1.21,0.028253692,0.061046875,102
-0.00977289,0.018041611,0.080354962,0.247344268,0.28,12.4,26.1,0.75,0.022499389,0.069256395,103
0.021244701,0.000590165,0.12050927,0.233525243,0.266,11.6,23.9,0.69,0.032055466,0.062117715,104
-0.023655283,0.000446815,0.088579477,0.232111155,0.274,7.8,39.8,0.85,0.024270777,0.063598456,105
0.07691784,0.020195514,0.055153975,0.242179041,0.322,7.6,31,1.1,0.01775958,0.077981651,106
-0.007116044,0.047173266,0.086823402,0.228972596,0.238,13,23.4,1.22,0.02066397,0.054495478,107
-0.039496259,-0.028481667,0.064815358,0.189601266,0.34,7,32.4,1.24,0.022037222,0.06446443,108
0.049073984,-0.038648919,0.094044098,0.225018575,0.338,10.7,26.7,1.26,0.031786905,0.076056278,109
-0.065478306,-0.018066371,0.138120613,0.300952656,0.344,10.2,31.2,1.06,0.047513491,0.103527714,110
-0.015106995,-0.020828038,0.10887931,0.309457707,0.344,6.1,36.4,1.28,0.037454483,0.106453451,111
0.019645115,-0.004149317,0.128266012,0.203763991,0.316,10.6,35.4,0.79,0.04053206,0.064389421,112
0.020925342,0.004342837,0.089750578,0.1828644,0.384,6.3,32.5,1.11,0.034464222,0.07021993,113
0.00073972,0.040884799,0.070943108,0.206588077,0.2,10,30,0.91,0.014188622,0.041317615,114
0.056096388,0.012441312,0.068890998,0.173564182,0.292,12.1,35.5,0.89,0.020116171,0.050680741,115
0.00060153,0.035303657,0.191123259,0.308210918,0.338,8.6,21.9,0.94,0.064599662,0.10417529,116
-0.015407815,0.111548774,0.063668539,0.276450254,0.344,11.9,20.2,0.86,0.021901977,0.095098887,117
-0.020003527,0.04039453,0.100031939,0.239935691,0.344,8.9,32.1,0.84,0.034410987,0.082537878,118
0.030282799,-0.067314145,0.057324884,0.249531466,0.36,9.7,20.3,1.45,0.020636958,0.089831328,119
-0.018837426,0.006251808,0.116254015,0.173190741,0.348,8.3,31.6,0.7,0.040456397,0.060270378,120
-0.030094828,-0.016504541,0.104533909,0.20846662,0.332,9.5,24.8,1,0.034705258,0.069210918,121
-0.00040983,-0.049455143,0.071519318,0.239997656,0.28,13.1,29.9,0.85,0.020025409,0.067199344,122
0.017676016,0.035547909,0.110893381,0.279665343,0.242,11,31.3,1.06,0.026836198,0.067679013,123
0.004359745,-0.023301973,0.14366038,0.250711812,0.254,6.1,38.5,0.85,0.036489737,0.0636808,124
0.066947222,0.018884965,0.090283237,0.23101897,0.294,10.1,33.9,1.17,0.026543272,0.067919577,125
0.018692206,-0.002981016,0.099193657,0.175355167,0.282,11.8,25.9,0.85,0.027972611,0.049450157,126
-0.006780315,0.051155633,0.18006717,0.306904985,0.38,10.2,39.2,1.4,0.068425525,0.116623894,127
-0.032865952,0.004854201,0.149811605,0.269035948,0.2,7.6,35.1,0.57,0.029962321,0.05380719,128
-0.002054847,-0.037737189,0.109543101,0.243808065,0.31,10.3,31.1,1,0.033958361,0.0755805,129
0.000554415,0.025569733,0.1102018,0.188048818,0.204,6.8,30.3,0.54,0.022481167,0.038361959,130
0.019533441,0.027489635,0.075790055,0.175211991,0.296,10.3,23.8,1.32,0.022433856,0.051862749,131
0.030293101,-0.003345221,0.164553805,0.303933643,0.246,6.2,30.3,0.57,0.040480236,0.074767676,132
0.014271084,0.017460501,0.128173548,0.197738854,0.356,11.3,25.9,0.57,0.045629783,0.070395032,133
0.020431369,-0.019333341,0.163602649,0.315192162,0.304,9.9,25.2,0.97,0.049735205,0.095818417,134
-0.006586017,-0.034692921,0.162285032,0.278944795,0.288,8,34.1,0.67,0.046738089,0.080336101,135
0.009112761,0.043564898,0.145097741,0.30089143,0.394,12.1,27.1,1.16,0.05716851,0.118551223,136
0.010831828,-0.055006311,0.081646903,0.23048215,0.356,8.5,27.5,0.66,0.029066297,0.082051645,137
-0.053159357,-0.066428589,0.063013877,0.240769735,0.232,10.1,29.7,0.96,0.014619219,0.055858579,138
0.023692761,0.064490948,0.134307669,0.295102529,0.372,12.3,37.1,0.98,0.049962453,0.109778141,139
0.024948865,0.001777755,0.131720147,0.233626121,0.26,10.5,28.6,1.4,0.034247238,0.060742791,140
-0.101214188,0.023034261,0.078115901,0.265893688,0.34,12.2,33.3,0.67,0.026559406,0.090403854,141
0.018562564,-0.0826216,0.09346694,0.27901101,0.326,6.3,21.8,0.76,0.030470222,0.090957589,142
-0.016211879,0.028740215,0.194082718,0.319739909,0.262,11.6,33.3,0.55,0.050849672,0.083771856,143
0.051850228,0.103471186,0.102572754,0.29483875,0.238,8.7,23.3,1.15,0.024412315,0.070171623,144
-0.025443135,0.010561203,0.112438103,0.190765677,0.284,10.6,25.5,1.29,0.031932421,0.054177452,145
0.03104995,0.026568928,0.092935333,0.215241295,0.334,9.1,22.9,1.07,0.031040401,0.071890593,146
-0.01768563,0.026555274,0.083636107,0.274816016,0.23,7.7,21.6,0.8,0.019236305,0.063207684,147
0.007217268,-0.022144144,0.069036961,0.203477537,0.296,8.8,33.2,0.69,0.02043494,0.060229351,148
0.021032051,0.002772683,0.121506181,0.222326496,0.268,10.3,27.3,0.77,0.032563657,0.059583501,149
-0.027862669,0.063510216,0.109480751,0.248864903,0.318,8.1,33.7,1.28,0.034814879,0.079139039,150
0.050965349,0.06300985,0.057976094,0.194040703,0.392,9.5,35.9,1,0.022726629,0.076063956,151
-0.033057406,-0.00631575,0.063148699,0.218584666,0.322,9.5,34.1,1.25,0.020333881,0.070384262,152
-0.001464105,-0.049128307,0.115169648,0.262617599,0.334,9.1,22.2,0.78,0.038466662,0.087714278,153
0.019214403,0.008415292,0.091404281,0.191001655,0.4,10.9,20.1,1.09,0.036561712,0.076400662,154
-0.033739596,0.027479833,0.068204586,0.211946572,0.24,5.9,33.8,1.45,0.016369101,0.050867177,155
-0.016421346,0.022092045,0.097879938,0.197259051,0.262,14.1,37.9,0.77,0.025644544,0.051681871,156
0.002715684,-0.072223641,0.084200862,0.326970472,0.246,10.1,31,1.01,0.020713412,0.080434736,157
0.010433085,0.022834337,0.083208064,0.186357436,0.334,7.4,35,0.98,0.027791493,0.062243384,158
-0.008399419,0.028177367,0.130874419,0.300902158,0.21,12.1,32.2,1.01,0.027483628,0.063189453,159
-0.003331261,0.02232435,0.078771246,0.169649559,0.282,11.2,35.4,1.16,0.022213491,0.047841176,160
-0.027063476,0.022393381,0.065114937,0.226297531,0.318,12.1,35,0.9,0.02070655,0.071962615,161
-0.020956272,-0.011256313,0.063365542,0.234181959,0.212,7.5,30.1,1.21,0.013433495,0.049646575,162
0.003823261,-0.035601169,0.072918446,0.191186099,0.276,10.5,24.4,1.04,0.020125491,0.052767363,163
-0.066559805,-0.044707331,0.061946695,0.211366959,0.254,8,39.9,1.43,0.015734461,0.053687208,164
-0.083647099,-0.063974491,0.132011992,0.319200089,0.364,11.9,30.7,0.76,0.048052365,0.116188832,165
-0.024277376,0.012475306,0.063309124,0.1751525,0.236,9.4,32.8,1.28,0.014940953,0.04133599,166
-0.022811447,0.003601875,0.07831662,0.180864202,0.33,10.1,23,1.46,0.025844485,0.059685187,167
0.002623412,0.027652364,0.178988413,0.317662726,0.304,7.3,28,1.22,0.054412478,0.096569469,168
-0.021382087,-0.002581046,0.088033921,0.202739523,0.306,8.9,21.5,1.42,0.02693838,0.062038294,169
-0.002996616,0.034248997,0.161229806,0.260012764,0.3,11.4,28.6,1.06,0.048368942,0.078003829,170
0.020899156,-0.002524212,0.074628552,0.256765367,0.252,11.5,33.1,1.42,0.018806395,0.064704872,171
-0.046900052,-0.017020421,0.161614057,0.305638572,0.3,12.9,25.1,1.15,0.048484217,0.091691572,172
-0.034614347,-0.014971783,0.077727539,0.234151784,0.282,7.5,37.9,0.94,0.021919166,0.066030803,173
0.022551995,-0.009755077,0.146442002,0.285672129,0.282,8.8,27.1,1,0.041296645,0.08055954,174
-0.059483639,0.013350074,0.096114994,0.215216088,0.254,10.2,37.9,1.33,0.024413208,0.054664886,175
-0.018697775,-0.019374422,0.06489428,0.196819265,0.322,9.5,24.4,1.49,0.020895958,0.063375803,176
-0.03952203,-0.014111098,0.093955777,0.193981666,0.318,9.6,32,1.49,0.029877937,0.06168617,177
0.004458846,-0.019970658,0.100811408,0.23240933,0.316,10.8,22.4,1.13,0.031856405,0.073441348,178
0.053695455,-0.010824214,0.079604913,0.215256469,0.294,9.4,37.9,0.99,0.023403844,0.063285402,179
0.086627145,0.030889973,0.067536904,0.287455825,0.3,10.5,34.4,0.72,0.020261071,0.086236748,180
-0.00554104,0.03770662,0.147441288,0.285330713,0.304,10.6,28.1,1.11,0.044822152,0.086740537,181
0.054550506,-0.067458734,0.078999881,0.227843606,0.23,10.2,25.1,1,0.018169973,0.052404029,182
-0.075282383,-0.024732223,0.078041929,0.300824101,0.304,11.5,30.3,1.49,0.023724746,0.091450527,183
-0.020581074,-0.041061035,0.086665139,0.249763472,0.334,9.4,22.3,1.25,0.028946156,0.083421,184
0.061642991,0.021220617,0.114752212,0.247861227,0.366,9.3,38.4,0.61,0.04199931,0.090717209,185
0.019203515,0.045707501,0.060511149,0.177726872,0.296,9.8,32.4,1.33,0.0179113,0.052607154,186
0.036372488,-0.005566896,0.092516131,0.218867675,0.29,8.9,29.2,0.85,0.026829678,0.063471626,187
-0.024187097,0.049529193,0.088954698,0.281169702,0.312,8.4,39.2,0.96,0.027753866,0.087724947,188
-0.063962672,-0.016216115,0.109263887,0.243901344,0.288,11,20.8,0.92,0.031467999,0.070243587,189
0.000800828,0.02547084,0.093775042,0.192179536,0.272,11.8,38.4,0.89,0.025506811,0.052272834,190
0.020348327,0.046519957,0.076562,0.235008439,0.296,9.5,32.8,0.79,0.022662352,0.069562498,191
-0.03268649,0.066046931,0.081678783,0.226857819,0.278,12.8,32,0.92,0.022706702,0.063066474,192
-0.028748339,0.012867786,0.068415526,0.273841571,0.334,7.4,29.4,1.39,0.022850786,0.091463085,193
0.023000109,0.011198149,0.145610797,0.247387953,0.288,9.7,22.1,0.92,0.04193591,0.07124773,194
0.008630415,0.034753922,0.113696026,0.21040738,0.346,10.5,35.5,0.96,0.039338825,0.072800953,195
0.034258342,-0.010021281,0.08136902,0.211873989,0.268,8.4,30.6,0.51,0.021806897,0.056782229,196
0.03377371,-0.005743838,0.137874655,0.243860479,0.232,11.2,29.2,1.37,0.03198692,0.056575631,197
0.029587312,0.005605419,0.159341537,0.309089573,0.376,8.5,23.7,0.53,0.059912418,0.116217679,198
-0.007475066,-0.051535839,0.104096298,0.258846656,0.354,9.8,31.8,0.78,0.036850089,0.091631716,199
0.048222164,0.020290783,0.128863469,0.262444043,0.212,9.9,26,1.13,0.027319055,0.055638137,200
0.00310301,-0.055640039,0.065083904,0.221587982,0.376,8.9,23.2,1.14,0.024471548,0.083317081,201
0.016230907,0.055183879,0.067237012,0.198975652,0.252,8.4,30.1,0.74,0.016943727,0.050141864,202
-0.046069818,-0.024146048,0.111843854,0.262394095,0.218,10.8,35.2,1.39,0.02438196,0.057201913,203
0.074444492,0.023576792,0.096625077,0.305087388,0.372,10.5,22.3,1.48,0.035944529,0.113492508,204
-0.006124282,0.0413388,0.127512566,0.251558718,0.204,10.7,21.5,1.18,0.026012563,0.051317978,205
0.012288425,0.02181032,0.193631878,0.293936377,0.252,11.3,27.1,0.72,0.048795233,0.074071967,206
-0.052499741,0.005830685,0.074818151,0.290816379,0.246,8.1,33.3,0.81,0.018405265,0.071540829,207
0.021872896,0.007972134,0.113140523,0.219228853,0.336,7.6,33.6,1.35,0.038015216,0.073660895,208
0.015667135,-0.013223228,0.152763965,0.312957117,0.338,8,26.9,1.04,0.05163422,0.105779506,209
0.00065721,-0.028670162,0.07636012,0.197919497,0.298,7.3,24.5,0.95,0.022755316,0.05898001,210
-0.003003497,-0.020054905,0.084420059,0.178269994,0.366,7.7,39.3,1.49,0.030897742,0.065246818,211
0.040801637,-0.043324002,0.152331705,0.317090225,0.308,11.2,29,0.54,0.046918165,0.097663789,212
-0.04590649,-0.034169678,0.1139074,0.253175684,0.308,11.1,34,0.69,0.035083479,0.077978111,213
-0.03890687,0.0319515,0.182948476,0.324325505,0.388,10.4,21.5,1.45,0.070984009,0.125838296,214
-0.055455708,0.03197443,0.12209585,0.258867762,0.246,11.9,28.8,1.16,0.030035579,0.063681469,215
0.013309445,0.024849834,0.090151372,0.16597773,0.278,9.6,36.1,1.02,0.025062081,0.046141809,216
-0.014756624,0.086085262,0.099812066,0.30373864,0.282,11.9,36.8,1.14,0.028147003,0.085654296,217
-0.012788362,0.054321181,0.113872037,0.284680114,0.332,10.3,34.3,0.7,0.037805516,0.094513798,218
0.017981469,-0.025559991,0.112620846,0.240290821,0.278,13,37.7,1.41,0.031308595,0.066800848,219
0.020658507,-0.006586123,0.102428192,0.179061932,0.368,9.6,38.7,0.82,0.037693575,0.065894791,220
-0.025386334,0.009368891,0.066713616,0.170581878,0.3,7.4,33.7,1.3,0.020014085,0.051174563,221
-0.018965084,-0.019846184,0.095977251,0.246256553,0.342,9.2,37.3,0.79,0.03282422,0.084219741,222
-0.012664095,-0.069990018,0.102416416,0.244170871,0.264,8.8,35.5,1.43,0.027037934,0.06446111,223
-0.019986214,-0.013865863,0.083747585,0.183181718,0.302,13,39.7,1.09,0.025291771,0.055320879,224
0.020301362,-0.024956458,0.146991204,0.292454387,0.362,8.4,20.9,1.15,0.053210816,0.105868488,225
0.027405597,0.007527227,0.146098996,0.244122696,0.27,8.2,22.2,1.42,0.039446729,0.065913128,226
-0.010528693,0.048038205,0.121564726,0.250109373,0.33,10.1,22.4,0.81,0.04011636,0.082536093,227
0.025775929,0.02877808,0.07543262,0.208996064,0.322,10.4,26.8,0.89,0.024289304,0.067296733,228
0.02542165,-0.028173745,0.181257482,0.306727997,0.298,8.9,31.3,0.63,0.05401473,0.091404943,229
-0.083503019,0.021102642,0.097290814,0.268037745,0.37,10.1,29.2,1.22,0.035997601,0.099173966,230
0.075973524,-0.005351577,0.110149926,0.287361949,0.396,11.1,23,1.14,0.043619371,0.113795332,231
-0.046699347,-0.020566153,0.139638759,0.266308233,0.32,10.7,26.9,0.87,0.044684403,0.085218635,232
0.001844674,-0.023398601,0.128067766,0.247964449,0.294,8.5,31.7,1.38,0.037651923,0.072901548,233
-0.04757568,0.037095325,0.092694099,0.257634126,0.318,11.2,26.7,1.19,0.029476723,0.081927652,234
0.013504588,0.090483181,0.096616738,0.272483557,0.218,9,31.2,1.31,0.021062449,0.059401415,235
-0.02210676,0.008690185,0.078021115,0.195208779,0.356,13.2,39.1,1.07,0.027775517,0.069494325,236
-0.007800978,0.0337546,0.079374556,0.210302195,0.214,10.7,28.7,1.36,0.016986155,0.04500467,237
-0.03770648,0.035488875,0.086572575,0.259378497,0.356,10.7,22.9,1.02,0.030819837,0.092338745,238
0.060503531,0.017376481,0.065262476,0.205658018,0.346,9.2,20.6,1.03,0.022580817,0.071157674,239
0.074103626,0.012611709,0.109570582,0.26341633,0.314,10.3,24.5,1.47,0.034405163,0.082712728,240
-0.021510079,-0.016665059,0.079034462,0.236201605,0.266,9.9,27.3,1.27,0.021023167,0.062829627,241
0.026815536,0.031104247,0.126137046,0.316906411,0.2,6.5,20.3,0.86,0.025227409,0.063381282,242
-0.007307019,-0.024185401,0.13605451,0.275854159,0.372,9.2,30.4,0.93,0.050612278,0.102617747,243
0.04428414,0.030922221,0.081394989,0.205716368,0.316,6.2,38.5,0.93,0.025720817,0.065006372,244
-0.003502759,-0.030412354,0.116281398,0.236829697,0.322,11.4,34.1,0.84,0.03744261,0.076259162,245
-0.014124242,0.025221046,0.088379325,0.172698987,0.262,9.8,28.4,0.81,0.023155383,0.045247135,246
0.005211382,0.032045262,0.084873919,0.198428167,0.362,9.3,36.3,0.83,0.030724359,0.071830996,247
0.015656036,0.018406558,0.063675367,0.180721232,0.332,9.4,32.5,1.04,0.021140222,0.059999449,248
0.050608811,0.036761506,0.109438975,0.257636595,0.202,6.7,28.7,0.58,0.022106673,0.052042592,249
0.001065655,0.048212154,0.0947599,0.323918777,0.242,10.2,24.9,0.67,0.022931896,0.078388344,250
-0.019668592,-0.084088209,0.11578183,0.305009877,0.312,13,39.5,0.79,0.036123931,0.095163082,251
0.029870708,0.029683463,0.091167862,0.302768781,0.284,11.2,36.5,1.21,0.025891673,0.085986334,252
-0.015019457,0.019118019,0.179877297,0.319873683,0.302,9.8,28.9,1.02,0.054322944,0.096601852,253
0.03995456,-3.67E-05,0.164091614,0.292115874,0.342,11.5,30,1.12,0.056119332,0.099903629,254
-0.046869282,0.024530423,0.174426353,0.301080615,0.374,7.5,25.8,1.26,0.065235456,0.11260415,255
0.028102185,0.040294135,0.063396976,0.183996545,0.26,8.9,27.2,1.39,0.016483214,0.047839102,256
